	id	rumor	label
0	AuRED_142	Naturalization decree in preparation: Lebanese passports for sale?!  	REFUTES
1	AuRED_144	In the video.. The spread of unidentified gunmen east of the capital, Baghdad 	REFUTES
2	AuRED_132	*Riyad Salama to NBN, raising the value of the dollar through Resolution 158 from 8,000 LBP per dollar to 15,000 LBP, starting from the first of next month.* *Riyad Salama to NBN, we are raising the ceiling on banking withdrawals, starting from the first of next month, from $400 to $1,500 for individuals.*	REFUTES
3	AuRED_099	#Qatar threw Iranian peas into garbage for fear of the spread of the new #Corona_virus. 	REFUTES
4	AuRED_150	What Moza did towards the Yemeni people is a resounding scandal by preventing Yemenis from entering Qatar who hold the Haya card designated for visitors to Qatar for the World Cup season. However, the Qatari regime closed the doors in the faces of the Yemenis and not anyone else until here and the Qatari position is clear. There must be a quick reaction from the government	REFUTES
5	AuRED_083	#Libya - Sources of the event: News of the arrival of an American delegation to Benghazi to discuss efforts for a solution	REFUTES
6	AuRED_134	#Kuwait: An officer with the rank of first lieutenant working in the State Security Service was arrested for obtaining Kuwaiti citizenship by fraud and forgery.	REFUTES
7	AuRED_136	With a clear and clear title, You will pay, meaning you will pay.. The General Traffic Department decides to raise the value of all types of traffic violations, by up to 100%, retroactively  #Egypt #Sisi 	REFUTES
8	AuRED_154	A Dutch inspection team was prevented from entering the port of Beirut	REFUTES
9	AuRED_038	News of a missile passing over Kuwaiti airspace coming from the Iraqi side 	REFUTES
10	AuRED_086	#Al-Ittihad_Raid_I League Urgently, the administration of the Corona vaccine has stopped urgently in the Kingdom of Saudi Arabia. There is no power or strength from God. Five people died after taking the vaccine n	REFUTES
11	AuRED_160	Hoda Al-Sarari passed away as a result of a traffic accident in Spain 	REFUTES
12	AuRED_064	Today, the Turkish Minister of Defense visited Tripoli without coordination with the new Libyan government. He was received by the Turkish ambassador and Turkish army officers, and he held a meeting with Turkish leaders at the Mitiga base. He did not meet any Libyan government or presidential official, and he left Libya, I believe. This is called official occupation. He must be compensated. 	REFUTES
13	AuRED_127	Congratulations to Algeria on this award... Today, Algeria was well-deservedly elected as a member of the United Nations Human Rights Council for the period 2023-2025. This is in recognition of its role as a pivotal country in the region, and its interest in promoting the principles and values of human rights in the world...	SUPPORTS
14	AuRED_106	#Riyad_Mahrez is among the candidates to win the Ballon d'Or! 	SUPPORTS
15	AuRED_109	Qatar hosts the 2024 World Endurance Racing Championship 	SUPPORTS
16	AuRED_108	Qatar dispenses with Al-Annabi coach 	SUPPORTS
17	AuRED_104	Urgent: Libya announces the opening of new corridors with Tunisia 	SUPPORTS
18	AuRED_100	The Kingdom supports the Global Pandemic Fund with $50 million to enhance international efforts to prevent epidemics. #Kingdom_of_Saudi_Arabia #Salman_Electronic_Army 	SUPPORTS
19	AuRED_045	Cuba announces the success of its vaccine, Abdullah, at a rate of 92%! The whole world is talking today about Cubas announcement of the success of its vaccine, which it called Abdullah, at a rate of 92.28% and with three doses against Corona, as it will begin vaccination with it as of the first. From next July, while the State of Venezuela announced its official adoption. 	NOT ENOUGH INFO
20	AuRED_025	Torres Gomez, member of the Board of Directors of Real Madrid: The Egyptian Al-Ahly Club precedes Real Madrid in the number of continental championships during the current century. We now have a strong competitor for the number of titles 	NOT ENOUGH INFO
21	AuRED_026	Forcing the legend Cristiano to wear the gay support badge tonight in front of the French national team [SkySport].*But* the Don had his say as usual Breaking news from BBC | Ronaldo refused to wear the gay badge and said I am ready to receive any punishment. CC to the rest Clubs 	NOT ENOUGH INFO
22	AuRED_088	#Algeria rejects public normalization and prefers it to be secret: Heavy-type bomb: An Air Algerie plane lands at an Israeli airport. The Palestinian photographer was shocked. 	NOT ENOUGH INFO
23	AuRED_066	#Egypt_joining_NATO_members NATO member states announced that Egypt is part of the coalitions special forces, and the Egyptian flag was raised on coalition ships  	NOT ENOUGH INFO
24	AuRED_053	The French club Paris Saint-Germain achieved fantastic profits approaching 100 million euros, from selling more than 800,000 shirts bearing the name of the Argentine star Lionel Messi, since they were put up for sale on Wednesday, that is, in just one week. 	NOT ENOUGH INFO
25	AuRED_046	The Algerian medical delegation that was sent to #Lebanon had its members placed in quarantine after one of them was discovered to be infected with the #Coronavirus...#Algeria 	NOT ENOUGH INFO
26	AuRED_059	#Urgent         #Hafeez Draghi was expelled from beIN Sports channels..\ @derradjihafid How true is this news???	NOT ENOUGH INFO
27	AuRED_033	After his appointment as Vice-President of the Qatari Constitutional Assembly, President Kais Saeed takes the oath before Her Highness Sheikha Moza Al-Misnad in the capital of #Qatar, Doha 	NOT ENOUGH INFO
28	AuRED_001	"Musa Abu Marzouq Al-Hamsawi congratulates the Taliban on their victory in Afghanistan and is considered a representative of the Iranian mullahs  - The picture is from the meeting of the terrorists, a delegation from the Taliban, with Haniyeh last night  It took place in the Qatar booth, the financier of the terrorist organization #May_God_Save_Egypt  /Rnd14ZXv6C"""	NOT ENOUGH INFO
29	AuRED_039	#Jerusalem_The_Eternal_Capital_of_Palestine Canada says Jerusalem is the capital of Palestine. One of the two things: whether you bring Canada to rule us, or we go and never come back	NOT ENOUGH INFO
30	AuRED_076	Director-General of the World Health Organization: We are on the cusp of a new, more deadly virus and we may return to square one 	NOT ENOUGH INFO
31	AuRED_003	Under the directives of Haitham bin Tariq Al Said, Sultan of Oman, the Sultanate of Oman recalled its ambassador to Doha today and called on Qatar to stop its destabilizing and security activities. The move reflects solidarity with the Kingdom of Saudi Arabia, which severed relations with Qatar in mid-2017, in addition to the UAE 	NOT ENOUGH INFO
